,Município,ano,ginibr
2718,314110 Matozinhos,1991,"0,5011"
2719,314120 Matutina,1991,"0,5896"
2720,314130 Medeiros,1991,"0,5934"
2721,314140 Medina,1991,"0,6203"
2722,314150 Mendes Pimentel,1991,"0,6007"
2723,314160 Mercês,1991,"0,5488"
2724,314170 Mesquita,1991,"0,4983"
2725,314180 Minas Novas,1991,"0,529"
2726,314190 Minduri,1991,"0,515"
2727,314200 Mirabela,1991,"0,5754"
2728,314210 Miradouro,1991,"0,6013"
2729,314220 Miraí,1991,"0,5815"
2730,314225 Miravânia,1991,
2731,314230 Moeda,1991,"0,4838"
2732,314240 Moema,1991,"0,4449"
2733,314250 Monjolos,1991,"0,5737"
2734,314260 Monsenhor Paulo,1991,"0,6503"
2735,314270 Montalvânia,1991,"0,6509"
2736,314280 Monte Alegre de Minas,1991,"0,615"
2737,314290 Monte Azul,1991,"0,526"
2738,314300 Monte Belo,1991,"0,4277"
2739,314310 Monte Carmelo,1991,"0,5735"
2740,314315 Monte Formoso,1991,
2741,314320 Monte Santo de Minas,1991,"0,5656"
2742,314340 Monte Sião,1991,"0,5455"
2743,314330 Montes Claros,1991,"0,6139"
2744,314345 Montezuma,1991,
2745,314350 Morada Nova de Minas,1991,"0,5561"
2746,314360 Morro da Garça,1991,"0,4783"
2747,314370 Morro do Pilar,1991,"0,506"
2748,314380 Munhoz,1991,"0,4998"
2749,314390 Muriaé,1991,"0,6152"
2750,314400 Mutum,1991,"0,5388"
2751,314410 Muzambinho,1991,"0,5124"
2752,314420 Nacip Raydan,1991,"0,5474"
2753,314430 Nanuque,1991,"0,6118"
2754,314435 Naque,1991,
2755,314437 Natalândia,1991,
2756,314440 Natércia,1991,"0,4656"
2757,314450 Nazareno,1991,"0,4554"
2758,314460 Nepomuceno,1991,"0,6574"
2759,314465 Ninheira,1991,
2760,314467 Nova Belém,1991,
2761,314470 Nova Era,1991,"0,5336"
2762,314480 Nova Lima,1991,"0,5603"
2763,314490 Nova Módica,1991,"0,6285"
2764,314500 Nova Ponte,1991,"0,5146"
2765,314505 Nova Porteirinha,1991,
2766,314510 Nova Resende,1991,"0,5703"
2767,314520 Nova Serrana,1991,"0,4349"
2768,313660 Nova União,1991,"0,4832"
2769,314530 Novo Cruzeiro,1991,"0,5225"
2770,314535 Novo Oriente de Minas,1991,
2771,314537 Novorizonte,1991,
2772,314540 Olaria,1991,"0,5594"
2773,314545 Olhos-d'Água,1991,
2774,314550 Olímpio Noronha,1991,"0,6329"
2775,314560 Oliveira,1991,"0,5636"
2776,314570 Oliveira Fortes,1991,"0,4904"
2777,314580 Onça de Pitangui,1991,"0,4478"
2778,314585 Oratórios,1991,
2779,314587 Orizânia,1991,
2780,314590 Ouro Branco,1991,"0,5346"
2781,314600 Ouro Fino,1991,"0,5701"
2782,314610 Ouro Preto,1991,"0,5869"
2783,314620 Ouro Verde de Minas,1991,"0,5336"
2784,314625 Padre Carvalho,1991,
2785,314630 Padre Paraíso,1991,"0,5015"
2786,314655 Pai Pedro,1991,
2787,314640 Paineiras,1991,"0,5508"
2788,314650 Pains,1991,"0,5635"
2789,314660 Paiva,1991,"0,4703"
2790,314670 Palma,1991,"0,6001"
2791,314675 Palmópolis,1991,
2792,314690 Papagaios,1991,"0,5923"
2793,314710 Pará de Minas,1991,"0,5624"
2794,314700 Paracatu,1991,"0,5799"
2795,314720 Paraguaçu,1991,"0,5195"
2796,314730 Paraisópolis,1991,"0,5433"
2797,314740 Paraopeba,1991,"0,5148"
2798,314760 Passa Quatro,1991,"0,5823"
2799,314770 Passa Tempo,1991,"0,6534"
2800,314750 Passabém,1991,"0,5144"
2801,314780 Passa-Vinte,1991,"0,4623"
2802,314790 Passos,1991,"0,5554"
2803,314795 Patis,1991,
2804,314800 Patos de Minas,1991,"0,5874"
2805,314810 Patrocínio,1991,"0,5732"
2806,314820 Patrocínio do Muriaé,1991,"0,623"
2807,314830 Paula Cândido,1991,"0,5541"
2808,314840 Paulistas,1991,"0,5472"
2809,314850 Pavão,1991,"0,4893"
2810,314860 Peçanha,1991,"0,6514"
2811,314870 Pedra Azul,1991,"0,5764"
2812,314875 Pedra Bonita,1991,
2813,314880 Pedra do Anta,1991,"0,5606"
2814,314890 Pedra do Indaiá,1991,"0,5179"
2815,314900 Pedra Dourada,1991,"0,4358"
2816,314910 Pedralva,1991,"0,5643"
2817,314915 Pedras de Maria da Cruz,1991,
2818,314920 Pedrinópolis,1991,"0,4393"
2819,314930 Pedro Leopoldo,1991,"0,5646"
2820,314940 Pedro Teixeira,1991,"0,4904"
2821,314950 Pequeri,1991,"0,602"
2822,314960 Pequi,1991,"0,5476"
2823,314970 Perdigão,1991,"0,4565"
2824,314980 Perdizes,1991,"0,6096"
2825,314990 Perdões,1991,"0,5192"
2826,314995 Periquito,1991,
2827,315000 Pescador,1991,"0,5114"
2828,315010 Piau,1991,"0,5505"
2829,315015 Piedade de Caratinga,1991,
2830,315020 Piedade de Ponte Nova,1991,"0,6192"
2831,315030 Piedade do Rio Grande,1991,"0,5777"
2832,315040 Piedade dos Gerais,1991,"0,4401"
2833,315050 Pimenta,1991,"0,5335"
2834,315053 Pingo-d'Água,1991,
2835,315057 Pintópolis,1991,
2836,315060 Piracema,1991,"0,5499"
2837,315070 Pirajuba,1991,"0,4876"
2838,315080 Piranga,1991,"0,6051"
2839,315090 Piranguçu,1991,"0,6069"
2840,315100 Piranguinho,1991,"0,4903"
2841,315110 Pirapetinga,1991,"0,5105"
2842,315120 Pirapora,1991,"0,6199"
2843,315130 Piraúba,1991,"0,5299"
2844,315140 Pitangui,1991,"0,5167"
2845,315150 Piumhi,1991,"0,5364"
2846,315160 Planura,1991,"0,4689"
2847,315170 Poço Fundo,1991,"0,4969"
2848,315180 Poços de Caldas,1991,"0,5229"
2849,315190 Pocrane,1991,"0,4919"
2850,315200 Pompéu,1991,"0,5688"
2851,315210 Ponte Nova,1991,"0,6001"
2852,315213 Ponto Chique,1991,
2853,315217 Ponto dos Volantes,1991,
2854,315220 Porteirinha,1991,"0,5223"
2855,315230 Porto Firme,1991,"0,5012"
2856,315240 Poté,1991,"0,5432"
2857,315250 Pouso Alegre,1991,"0,5306"
2858,315260 Pouso Alto,1991,"0,5346"
2859,315270 Prados,1991,"0,5009"
2860,315280 Prata,1991,"0,5067"
2861,315290 Pratápolis,1991,"0,5463"
2862,315300 Pratinha,1991,"0,5418"
2863,315310 Presidente Bernardes,1991,"0,6536"
2864,315320 Presidente Juscelino,1991,"0,5667"
2865,315330 Presidente Kubitschek,1991,"0,5047"
2866,315340 Presidente Olegário,1991,"0,4629"
2867,315360 Prudente de Morais,1991,"0,5223"
2868,315370 Quartel Geral,1991,"0,4805"
2869,315380 Queluzito,1991,"0,4702"
2870,315390 Raposos,1991,"0,4215"
2871,315400 Raul Soares,1991,"0,5858"
2872,315410 Recreio,1991,"0,7693"
2873,315415 Reduto,1991,
2874,315420 Resende Costa,1991,"0,5355"
2875,315430 Resplendor,1991,"0,5349"
2876,315440 Ressaquinha,1991,"0,5072"
2877,315445 Riachinho,1991,
2878,315450 Riacho dos Machados,1991,"0,5951"
2879,315460 Ribeirão das Neves,1991,"0,4536"
2880,315470 Ribeirão Vermelho,1991,"0,5524"
2881,315480 Rio Acima,1991,"0,4345"
2882,315490 Rio Casca,1991,"0,6365"
2883,315510 Rio do Prado,1991,"0,5257"
2884,315500 Rio Doce,1991,"0,5357"
2885,315520 Rio Espera,1991,"0,5762"
2886,315530 Rio Manso,1991,"0,4733"
2887,315540 Rio Novo,1991,"0,5401"
2888,315550 Rio Paranaíba,1991,"0,5428"
2889,315560 Rio Pardo de Minas,1991,"0,5071"
2890,315570 Rio Piracicaba,1991,"0,6123"
2891,315580 Rio Pomba,1991,"0,5707"
2892,315590 Rio Preto,1991,"0,562"
2893,315600 Rio Vermelho,1991,"0,4986"
2894,315610 Ritápolis,1991,"0,4747"
2895,315620 Rochedo de Minas,1991,"0,5072"
2896,315630 Rodeiro,1991,"0,4555"
2897,315640 Romaria,1991,"0,5154"
2898,315645 Rosário da Limeira,1991,
2899,315650 Rubelita,1991,"0,4853"
2900,315660 Rubim,1991,"0,635"
2901,315670 Sabará,1991,"0,5431"
2902,315680 Sabinópolis,1991,"0,6147"
2903,315690 Sacramento,1991,"0,5705"
2904,315700 Salinas,1991,"0,5174"
2905,315710 Salto da Divisa,1991,"0,7774"
2906,315720 Santa Bárbara,1991,"0,5207"
2907,315725 Santa Bárbara do Leste,1991,
2908,315727 Santa Bárbara do Monte Verde,1991,
2909,315730 Santa Bárbara do Tugúrio,1991,"0,5004"
2910,315733 Santa Cruz de Minas,1991,
2911,315737 Santa Cruz de Salinas,1991,
2912,315740 Santa Cruz do Escalvado,1991,"0,4992"
2913,315750 Santa Efigênia de Minas,1991,"0,4924"
2914,315760 Santa Fé de Minas,1991,"0,4353"
2915,315765 Santa Helena de Minas,1991,
2916,315770 Santa Juliana,1991,"0,5902"
2917,315780 Santa Luzia,1991,"0,4685"
2918,315790 Santa Margarida,1991,"0,593"
2919,315800 Santa Maria de Itabira,1991,"0,6255"
2920,315810 Santa Maria do Salto,1991,"0,4672"
2921,315820 Santa Maria do Suaçuí,1991,"0,7275"
2922,315920 Santa Rita de Caldas,1991,"0,4287"
2923,315940 Santa Rita de Ibitipoca,1991,"0,4755"
2924,315930 Santa Rita de Jacutinga,1991,"0,5285"
2925,315935 Santa Rita de Minas,1991,
2926,315950 Santa Rita do Itueto,1991,"0,5771"
2927,315960 Santa Rita do Sapucaí,1991,"0,6108"
2928,315970 Santa Rosa da Serra,1991,"0,3898"
2929,315980 Santa Vitória,1991,"0,5694"
2930,315830 Santana da Vargem,1991,"0,5867"
2931,315840 Santana de Cataguases,1991,"0,4942"
2932,315850 Santana de Pirapama,1991,"0,5988"
2933,315860 Santana do Deserto,1991,"0,4608"
2934,315870 Santana do Garambéu,1991,"0,5445"
2935,315880 Santana do Jacaré,1991,"0,4775"
2936,315890 Santana do Manhuaçu,1991,"0,5545"
2937,315895 Santana do Paraíso,1991,
2938,315900 Santana do Riacho,1991,"0,5426"
2939,315910 Santana dos Montes,1991,"0,4746"
2940,315990 Santo Antônio do Amparo,1991,"0,5704"
2941,316000 Santo Antônio do Aventureiro,1991,"0,4543"
2942,316010 Santo Antônio do Grama,1991,"0,5907"
2943,316020 Santo Antônio do Itambé,1991,"0,5066"
2944,316030 Santo Antônio do Jacinto,1991,"0,5711"
2945,316040 Santo Antônio do Monte,1991,"0,5372"
2946,316045 Santo Antônio do Retiro,1991,
2947,316050 Santo Antônio do Rio Abaixo,1991,"0,4231"
2948,316060 Santo Hipólito,1991,"0,5802"
2949,316070 Santos Dumont,1991,"0,5519"
2950,316080 São Bento Abade,1991,"0,4673"
2951,316090 São Brás do Suaçuí,1991,"0,5356"
2952,316095 São Domingos das Dores,1991,
2953,316100 São Domingos do Prata,1991,"0,5988"
2954,316105 São Félix de Minas,1991,
2955,316110 São Francisco,1991,"0,5235"
2956,316120 São Francisco de Paula,1991,"0,43"
2957,316130 São Francisco de Sales,1991,"0,5483"
2958,316140 São Francisco do Glória,1991,"0,5226"
2959,316150 São Geraldo,1991,"0,5575"
2960,316160 São Geraldo da Piedade,1991,"0,4618"
2961,316165 São Geraldo do Baixio,1991,
2962,316170 São Gonçalo do Abaeté,1991,"0,4766"
2963,316180 São Gonçalo do Pará,1991,"0,4475"
2964,316190 São Gonçalo do Rio Abaixo,1991,"0,572"
2965,312550 São Gonçalo do Rio Preto,1991,"0,4717"
2966,316200 São Gonçalo do Sapucaí,1991,"0,5882"
2967,316210 São Gotardo,1991,"0,5685"
2968,316220 São João Batista do Glória,1991,"0,5662"
2969,316225 São João da Lagoa,1991,
2970,316230 São João da Mata,1991,"0,5007"
2971,316240 São João da Ponte,1991,"0,4726"
2972,316245 São João das Missões,1991,
2973,316250 São João del Rei,1991,"0,5823"
2974,316255 São João do Manhuaçu,1991,
2975,316257 São João do Manteninha,1991,
2976,316260 São João do Oriente,1991,"0,5347"
2977,316265 São João do Pacuí,1991,
2978,316270 São João do Paraíso,1991,"0,49"
2979,316280 São João Evangelista,1991,"0,6236"
2980,316290 São João Nepomuceno,1991,"0,5516"
2981,316292 São Joaquim de Bicas,1991,
2982,316294 São José da Barra,1991,
2983,316295 São José da Lapa,1991,
2984,316300 São José da Safira,1991,"0,6104"
2985,316310 São José da Varginha,1991,"0,4292"
2986,316320 São José do Alegre,1991,"0,5538"
2987,316330 São José do Divino,1991,"0,6127"
2988,316340 São José do Goiabal,1991,"0,5569"
2989,316350 São José do Jacuri,1991,"0,5063"
2990,316360 São José do Mantimento,1991,"0,4725"
2991,316370 São Lourenço,1991,"0,6073"
2992,316380 São Miguel do Anta,1991,"0,6435"
2993,316390 São Pedro da União,1991,"0,4885"
2994,316410 São Pedro do Suaçuí,1991,"0,4108"
2995,316400 São Pedro dos Ferros,1991,"0,5357"
2996,316420 São Romão,1991,"0,5547"
2997,316430 São Roque de Minas,1991,"0,4406"
2998,316440 São Sebastião da Bela Vista,1991,"0,5658"
2999,316443 São Sebastião da Vargem Alegre,1991,
3000,316447 São Sebastião do Anta,1991,
3001,316450 São Sebastião do Maranhão,1991,"0,4922"
3002,316460 São Sebastião do Oeste,1991,"0,4463"
3003,316470 São Sebastião do Paraíso,1991,"0,5416"
3004,316480 São Sebastião do Rio Preto,1991,"0,6097"
3005,316490 São Sebastião do Rio Verde,1991,"0,585"
3006,316520 São Thomé das Letras,1991,"0,5626"
3007,316500 São Tiago,1991,"0,5498"
3008,316510 São Tomás de Aquino,1991,"0,4699"
3009,316530 São Vicente de Minas,1991,"0,6443"
3010,316540 Sapucaí-Mirim,1991,"0,4532"
3011,316550 Sardoá,1991,"0,5611"
3012,316553 Sarzedo,1991,
3013,316556 Sem-Peixe,1991,
3014,316557 Senador Amaral,1991,
3015,316560 Senador Cortes,1991,"0,4971"
3016,316570 Senador Firmino,1991,"0,614"
3017,316580 Senador José Bento,1991,"0,5025"
3018,316590 Senador Modestino Gonçalves,1991,"0,5078"
3019,316600 Senhora de Oliveira,1991,"0,5274"
3020,316610 Senhora do Porto,1991,"0,511"
3021,316620 Senhora dos Remédios,1991,"0,4618"
3022,316630 Sericita,1991,"0,633"
3023,316640 Seritinga,1991,"0,5001"
3024,316650 Serra Azul de Minas,1991,"0,5893"
3025,316660 Serra da Saudade,1991,"0,3693"
3026,316680 Serra do Salitre,1991,"0,5349"
3027,316670 Serra dos Aimorés,1991,"0,5951"
3028,316690 Serrania,1991,"0,5187"
3029,316695 Serranópolis de Minas,1991,
3030,316700 Serranos,1991,"0,5027"
3031,316710 Serro,1991,"0,6374"
3032,316720 Sete Lagoas,1991,"0,5672"
3033,316555 Setubinha,1991,
3034,316730 Silveirânia,1991,"0,5512"
3035,316740 Silvianópolis,1991,"0,5362"
3036,316750 Simão Pereira,1991,"0,4582"
3037,316760 Simonésia,1991,"0,5065"
3038,316770 Sobrália,1991,"0,5729"
3039,316780 Soledade de Minas,1991,"0,5569"
3040,316790 Tabuleiro,1991,"0,5085"
3041,316800 Taiobeiras,1991,"0,569"
3042,316805 Taparuba,1991,
3043,316810 Tapira,1991,"0,5034"
3044,316820 Tapiraí,1991,"0,4393"
3045,316830 Taquaraçu de Minas,1991,"0,6428"
3046,316840 Tarumirim,1991,"0,5649"
3047,316850 Teixeiras,1991,"0,541"
3048,316860 Teófilo Otoni,1991,"0,6342"
3049,316870 Timóteo,1991,"0,5266"
3050,316880 Tiradentes,1991,"0,479"
3051,316890 Tiros,1991,"0,5724"
3052,316900 Tocantins,1991,"0,6251"
3053,316905 Tocos do Moji,1991,
3054,316910 Toledo,1991,"0,5235"
3055,316920 Tombos,1991,"0,5778"
3056,316930 Três Corações,1991,"0,5785"
3057,316935 Três Marias,1991,"0,5135"
3058,316940 Três Pontas,1991,"0,5608"
3059,316950 Tumiritinga,1991,"0,7275"
3060,316960 Tupaciguara,1991,"0,6264"
3061,316970 Turmalina,1991,"0,5387"
3062,316980 Turvolândia,1991,"0,4669"
3063,316990 Ubá,1991,"0,5497"
3064,317000 Ubaí,1991,"0,5504"
3065,317005 Ubaporanga,1991,
3066,317010 Uberaba,1991,"0,5401"
3067,317020 Uberlândia,1991,"0,5296"
3068,317030 Umburatiba,1991,"0,4164"
3069,317040 Unaí,1991,"0,5884"
3070,317043 União de Minas,1991,
3071,317047 Uruana de Minas,1991,
3072,317050 Urucânia,1991,"0,5541"
3073,317052 Urucuia,1991,
3074,317057 Vargem Alegre,1991,
3075,317060 Vargem Bonita,1991,"0,4704"
3076,317065 Vargem Grande do Rio Pardo,1991,
3077,317070 Varginha,1991,"0,6043"
3078,317075 Varjão de Minas,1991,
3079,317080 Várzea da Palma,1991,"0,5555"
3080,317090 Varzelândia,1991,"0,5439"
3081,317100 Vazante,1991,"0,537"
3082,317103 Verdelândia,1991,
3083,317107 Veredinha,1991,
3084,317110 Veríssimo,1991,"0,5561"
3085,317115 Vermelho Novo,1991,
3086,317120 Vespasiano,1991,"0,4964"
3087,317130 Viçosa,1991,"0,5955"
3088,317140 Vieiras,1991,"0,4727"
3089,317160 Virgem da Lapa,1991,"0,4929"
3090,317170 Virgínia,1991,"0,5256"
3091,317180 Virginópolis,1991,"0,6033"
3092,317190 Virgolândia,1991,"0,6094"
3093,317200 Visconde do Rio Branco,1991,"0,6049"
3094,317210 Volta Grande,1991,"0,5842"
3095,317220 Wenceslau Braz,1991,"0,5385"
3096,320010 Afonso Cláudio,1991,"0,6266"
3097,320016 Água Doce do Norte,1991,"0,425"
3098,320013 Águia Branca,1991,"0,6295"
3099,320020 Alegre,1991,"0,6078"
3100,320030 Alfredo Chaves,1991,"0,5227"
3101,320035 Alto Rio Novo,1991,"0,5783"
3102,320040 Anchieta,1991,"0,5032"
3103,320050 Apiacá,1991,"0,6353"
3104,320060 Aracruz,1991,"0,5887"
3105,320070 Atilio Vivacqua,1991,"0,5644"
3106,320080 Baixo Guandu,1991,"0,5134"
3107,320090 Barra de São Francisco,1991,"0,6163"
3108,320100 Boa Esperança,1991,"0,5405"
3109,320110 Bom Jesus do Norte,1991,"0,5456"
3110,320115 Brejetuba,1991,
3111,320120 Cachoeiro de Itapemirim,1991,"0,5698"
3112,320130 Cariacica,1991,"0,484"
3113,320140 Castelo,1991,"0,595"
3114,320150 Colatina,1991,"0,555"
3115,320160 Conceição da Barra,1991,"0,5502"
3116,320170 Conceição do Castelo,1991,"0,5833"
3117,320180 Divino de São Lourenço,1991,"0,4449"
3118,320190 Domingos Martins,1991,"0,5451"
3119,320200 Dores do Rio Preto,1991,"0,6234"
3120,320210 Ecoporanga,1991,"0,625"
3121,320220 Fundão,1991,"0,5906"
3122,320225 Governador Lindenberg,1991,
3123,320230 Guaçuí,1991,"0,6371"
3124,320240 Guarapari,1991,"0,5592"
3125,320245 Ibatiba,1991,"0,5204"
3126,320250 Ibiraçu,1991,"0,4952"
3127,320255 Ibitirama,1991,"0,5658"
3128,320260 Iconha,1991,"0,5385"
3129,320265 Irupi,1991,
3130,320270 Itaguaçu,1991,"0,6031"
3131,320280 Itapemirim,1991,"0,56"
3132,320290 Itarana,1991,"0,6768"
3133,320300 Iúna,1991,"0,5525"
3134,320305 Jaguaré,1991,"0,7076"
3135,320310 Jerônimo Monteiro,1991,"0,5937"
3136,320313 João Neiva,1991,"0,5658"
3137,320316 Laranja da Terra,1991,"0,5708"
3138,320320 Linhares,1991,"0,5949"
3139,320330 Mantenópolis,1991,"0,5527"
3140,320332 Marataízes,1991,
3141,320334 Marechal Floriano,1991,
3142,320335 Marilândia,1991,"0,595"
3143,320340 Mimoso do Sul,1991,"0,5713"
3144,320350 Montanha,1991,"0,5225"
3145,320360 Mucurici,1991,"0,6191"
3146,320370 Muniz Freire,1991,"0,5756"
3147,320380 Muqui,1991,"0,6673"
3148,320390 Nova Venécia,1991,"0,5846"
3149,320400 Pancas,1991,"0,5566"
3150,320405 Pedro Canário,1991,"0,5868"
3151,320410 Pinheiros,1991,"0,6212"
3152,320420 Piúma,1991,"0,539"
3153,320425 Ponto Belo,1991,
3154,320430 Presidente Kennedy,1991,"0,5542"
3155,320435 Rio Bananal,1991,"0,5991"
3156,320440 Rio Novo do Sul,1991,"0,5659"
3157,320450 Santa Leopoldina,1991,"0,5038"
3158,320455 Santa Maria de Jetibá,1991,"0,5794"
3159,320460 Santa Teresa,1991,"0,5877"
3160,320465 São Domingos do Norte,1991,
3161,320470 São Gabriel da Palha,1991,"0,5661"
3162,320480 São José do Calçado,1991,"0,5701"
3163,320490 São Mateus,1991,"0,6041"
3164,320495 São Roque do Canaã,1991,
3165,320500 Serra,1991,"0,5108"
3166,320501 Sooretama,1991,
3167,320503 Vargem Alta,1991,"0,53"
3168,320506 Venda Nova do Imigrante,1991,"0,6264"
3169,320510 Viana,1991,"0,4461"
3170,320515 Vila Pavão,1991,
3171,320517 Vila Valério,1991,
3172,320520 Vila Velha,1991,"0,5261"
3173,320530 Vitória,1991,"0,5835"
3174,330010 Angra dos Reis,1991,"0,5484"
3175,330015 Aperibé,1991,
3176,330020 Araruama,1991,"0,5853"
3177,330022 Areal,1991,
3178,330023 Armação dos Búzios,1991,
3179,330025 Arraial do Cabo,1991,"0,5001"
3180,330030 Barra do Piraí,1991,"0,5412"
3181,330040 Barra Mansa,1991,"0,5292"
3182,330045 Belford Roxo,1991,
3183,330050 Bom Jardim,1991,"0,5978"
3184,330060 Bom Jesus do Itabapoana,1991,"0,5874"
3185,330070 Cabo Frio,1991,"0,5619"
3186,330080 Cachoeiras de Macacu,1991,"0,5099"
3187,330090 Cambuci,1991,"0,6389"
3188,330100 Campos dos Goytacazes,1991,"0,6228"
3189,330110 Cantagalo,1991,"0,5608"
3190,330093 Carapebus,1991,
3191,330115 Cardoso Moreira,1991,
3192,330120 Carmo,1991,"0,526"
3193,330130 Casimiro de Abreu,1991,"0,5666"
3194,330095 Comendador Levy Gasparian,1991,
3195,330140 Conceição de Macabu,1991,"0,5126"
3196,330150 Cordeiro,1991,"0,5402"
3197,330160 Duas Barras,1991,"0,496"
3198,330170 Duque de Caxias,1991,"0,474"
3199,330180 Engenheiro Paulo de Frontin,1991,"0,5322"
3200,330185 Guapimirim,1991,
3201,330187 Iguaba Grande,1991,
3202,330190 Itaboraí,1991,"0,49"
3203,330200 Itaguaí,1991,"0,5159"
3204,330205 Italva,1991,"0,5865"
3205,330210 Itaocara,1991,"0,5857"
3206,330220 Itaperuna,1991,"0,6518"
3207,330225 Itatiaia,1991,"0,5891"
3208,330227 Japeri,1991,
3209,330230 Laje do Muriaé,1991,"0,612"
3210,330240 Macaé,1991,"0,5753"
3211,330245 Macuco,1991,
3212,330250 Magé,1991,"0,4921"
3213,330260 Mangaratiba,1991,"0,528"
3214,330270 Maricá,1991,"0,5638"
3215,330280 Mendes,1991,"0,471"
3216,330285 Mesquita,1991,
3217,330290 Miguel Pereira,1991,"0,6006"
3218,330300 Miracema,1991,"0,5589"
3219,330310 Natividade,1991,"0,6207"
3220,330320 Nilópolis,1991,"0,4528"
3221,330330 Niterói,1991,"0,5776"
3222,330340 Nova Friburgo,1991,"0,5416"
3223,330350 Nova Iguaçu,1991,"0,4815"
3224,330360 Paracambi,1991,"0,484"
3225,330370 Paraíba do Sul,1991,"0,5814"
3226,330380 Paraty,1991,"0,5056"
3227,330385 Paty do Alferes,1991,"0,5672"
3228,330390 Petrópolis,1991,"0,5702"
3229,330395 Pinheiral,1991,
3230,330400 Piraí,1991,"0,5496"
3231,330410 Porciúncula,1991,"0,5945"
3232,330411 Porto Real,1991,
3233,330412 Quatis,1991,
3234,330414 Queimados,1991,
3235,330415 Quissamã,1991,"0,521"
3236,330420 Resende,1991,"0,5657"
3237,330430 Rio Bonito,1991,"0,5606"
3238,330440 Rio Claro,1991,"0,5986"
3239,330450 Rio das Flores,1991,"0,7087"
3240,330452 Rio das Ostras,1991,
3241,330455 Rio de Janeiro,1991,"0,6092"
3242,330460 Santa Maria Madalena,1991,"0,5401"
3243,330470 Santo Antônio de Pádua,1991,"0,6023"
3244,330480 São Fidélis,1991,"0,6547"
3245,330475 São Francisco de Itabapoana,1991,
3246,330490 São Gonçalo,1991,"0,4714"
3247,330500 São João da Barra,1991,"0,5048"
3248,330510 São João de Meriti,1991,"0,4443"
3249,330513 São José de Ubá,1991,
3250,330515 São José do Vale do Rio Preto,1991,"0,5236"
3251,330520 São Pedro da Aldeia,1991,"0,5449"
3252,330530 São Sebastião do Alto,1991,"0,5457"
3253,330540 Sapucaia,1991,"0,544"
3254,330550 Saquarema,1991,"0,562"
3255,330555 Seropédica,1991,
3256,330560 Silva Jardim,1991,"0,5442"
3257,330570 Sumidouro,1991,"0,5665"
3258,330575 Tanguá,1991,
3259,330580 Teresópolis,1991,"0,5966"
3260,330590 Trajano de Moraes,1991,"0,549"
3261,330600 Três Rios,1991,"0,5523"
3262,330610 Valença,1991,"0,5803"
3263,330615 Varre-Sai,1991,
3264,330620 Vassouras,1991,"0,6252"
3265,330630 Volta Redonda,1991,"0,5154"
3266,350010 Adamantina,1991,"0,5718"
3267,350020 Adolfo,1991,"0,4093"
3268,350030 Aguaí,1991,"0,4792"
3269,350040 Águas da Prata,1991,"0,541"
3270,350050 Águas de Lindóia,1991,"0,5964"
3271,350055 Águas de Santa Bárbara,1991,"0,5625"
3272,350060 Águas de São Pedro,1991,"0,5391"
3273,350070 Agudos,1991,"0,4658"
3274,350075 Alambari,1991,
3275,350080 Alfredo Marcondes,1991,"0,5604"
3276,350090 Altair,1991,"0,4269"
3277,350100 Altinópolis,1991,"0,554"
3278,350110 Alto Alegre,1991,"0,491"
3279,350115 Alumínio,1991,
3280,350120 Álvares Florence,1991,"0,4789"
3281,350130 Álvares Machado,1991,"0,4887"
3282,350140 Álvaro de Carvalho,1991,"0,4401"
3283,350150 Alvinlândia,1991,"0,46"
