,Município,ano,ginibr
9628,411060 Iporã,2000,"0,5449"
9629,411065 Iracema do Oeste,2000,"0,4914"
9630,411070 Irati,2000,"0,5572"
9631,411080 Iretama,2000,"0,623"
9632,411090 Itaguajé,2000,"0,6638"
9633,411095 Itaipulândia,2000,"0,5798"
9634,411100 Itambaracá,2000,"0,4963"
9635,411110 Itambé,2000,"0,5328"
9636,411120 Itapejara d'Oeste,2000,"0,5405"
9637,411125 Itaperuçu,2000,"0,5037"
9638,411130 Itaúna do Sul,2000,"0,5166"
9639,411140 Ivaí,2000,"0,5537"
9640,411150 Ivaiporã,2000,"0,5914"
9641,411155 Ivaté,2000,"0,4521"
9642,411160 Ivatuba,2000,"0,5745"
9643,411170 Jaboti,2000,"0,5157"
9644,411180 Jacarezinho,2000,"0,5931"
9645,411190 Jaguapitã,2000,"0,4686"
9646,411200 Jaguariaíva,2000,"0,5429"
9647,411210 Jandaia do Sul,2000,"0,5545"
9648,411220 Janiópolis,2000,"0,515"
9649,411230 Japira,2000,"0,5887"
9650,411240 Japurá,2000,"0,4344"
9651,411250 Jardim Alegre,2000,"0,5501"
9652,411260 Jardim Olinda,2000,"0,65"
9653,411270 Jataizinho,2000,"0,5046"
9654,411275 Jesuítas,2000,"0,6221"
9655,411280 Joaquim Távora,2000,"0,4986"
9656,411290 Jundiaí do Sul,2000,"0,7216"
9657,411295 Juranda,2000,"0,6063"
9658,411300 Jussara,2000,"0,4329"
9659,411310 Kaloré,2000,"0,4668"
9660,411320 Lapa,2000,"0,6212"
9661,411325 Laranjal,2000,"0,605"
9662,411330 Laranjeiras do Sul,2000,"0,5937"
9663,411340 Leópolis,2000,"0,5565"
9664,411342 Lidianópolis,2000,"0,5429"
9665,411345 Lindoeste,2000,"0,5558"
9666,411350 Loanda,2000,"0,5107"
9667,411360 Lobato,2000,"0,5356"
9668,411370 Londrina,2000,"0,5752"
9669,411373 Luiziana,2000,"0,5456"
9670,411375 Lunardelli,2000,"0,4894"
9671,411380 Lupionópolis,2000,"0,5629"
9672,411390 Mallet,2000,"0,5946"
9673,411400 Mamborê,2000,"0,5765"
9674,411410 Mandaguaçu,2000,"0,5211"
9675,411420 Mandaguari,2000,"0,505"
9676,411430 Mandirituba,2000,"0,5816"
9677,411435 Manfrinópolis,2000,"0,5783"
9678,411440 Mangueirinha,2000,"0,6742"
9679,411450 Manoel Ribas,2000,"0,5888"
9680,411460 Marechal Cândido Rondon,2000,"0,5626"
9681,411470 Maria Helena,2000,"0,4602"
9682,411480 Marialva,2000,"0,5835"
9683,411490 Marilândia do Sul,2000,"0,6119"
9684,411500 Marilena,2000,"0,52"
9685,411510 Mariluz,2000,"0,5412"
9686,411520 Maringá,2000,"0,5569"
9687,411530 Mariópolis,2000,"0,6066"
9688,411535 Maripá,2000,"0,4826"
9689,411540 Marmeleiro,2000,"0,5351"
9690,411545 Marquinho,2000,"0,5955"
9691,411550 Marumbi,2000,"0,5441"
9692,411560 Matelândia,2000,"0,5303"
9693,411570 Matinhos,2000,"0,5612"
9694,411573 Mato Rico,2000,"0,6158"
9695,411575 Mauá da Serra,2000,"0,5941"
9696,411580 Medianeira,2000,"0,5115"
9697,411585 Mercedes,2000,"0,4842"
9698,411590 Mirador,2000,"0,446"
9699,411600 Miraselva,2000,"0,496"
9700,411605 Missal,2000,"0,569"
9701,411610 Moreira Sales,2000,"0,5364"
9702,411620 Morretes,2000,"0,544"
9703,411630 Munhoz de Melo,2000,"0,5613"
9704,411640 Nossa Senhora das Graças,2000,"0,3812"
9705,411650 Nova Aliança do Ivaí,2000,"0,4866"
9706,411660 Nova América da Colina,2000,"0,4621"
9707,411670 Nova Aurora,2000,"0,5977"
9708,411680 Nova Cantu,2000,"0,6275"
9709,411690 Nova Esperança,2000,"0,5202"
9710,411695 Nova Esperança do Sudoeste,2000,"0,5566"
9711,411700 Nova Fátima,2000,"0,5719"
9712,411705 Nova Laranjeiras,2000,"0,6484"
9713,411710 Nova Londrina,2000,"0,5636"
9714,411720 Nova Olímpia,2000,"0,5488"
9715,411725 Nova Prata do Iguaçu,2000,"0,5239"
9716,411721 Nova Santa Bárbara,2000,"0,6038"
9717,411722 Nova Santa Rosa,2000,"0,4891"
9718,411727 Nova Tebas,2000,"0,599"
9719,411729 Novo Itacolomi,2000,"0,4181"
9720,411730 Ortigueira,2000,"0,597"
9721,411740 Ourizona,2000,"0,5209"
9722,411745 Ouro Verde do Oeste,2000,"0,5088"
9723,411750 Paiçandu,2000,"0,4309"
9724,411760 Palmas,2000,"0,633"
9725,411770 Palmeira,2000,"0,6323"
9726,411780 Palmital,2000,"0,6155"
9727,411790 Palotina,2000,"0,6042"
9728,411800 Paraíso do Norte,2000,"0,5334"
9729,411810 Paranacity,2000,"0,5283"
9730,411820 Paranaguá,2000,"0,5604"
9731,411830 Paranapoema,2000,"0,4539"
9732,411840 Paranavaí,2000,"0,5699"
9733,411845 Pato Bragado,2000,"0,5568"
9734,411850 Pato Branco,2000,"0,5701"
9735,411860 Paula Freitas,2000,"0,5809"
9736,411870 Paulo Frontin,2000,"0,5446"
9737,411880 Peabiru,2000,"0,5609"
9738,411885 Perobal,2000,"0,4632"
9739,411890 Pérola,2000,"0,5775"
9740,411900 Pérola d'Oeste,2000,"0,5312"
9741,411910 Piên,2000,"0,5954"
9742,411915 Pinhais,2000,"0,4896"
9743,411925 Pinhal de São Bento,2000,"0,6766"
9744,411920 Pinhalão,2000,"0,5536"
9745,411930 Pinhão,2000,"0,6122"
9746,411940 Piraí do Sul,2000,"0,5792"
9747,411950 Piraquara,2000,"0,5056"
9748,411960 Pitanga,2000,"0,6349"
9749,411965 Pitangueiras,2000,"0,4383"
9750,411970 Planaltina do Paraná,2000,"0,4801"
9751,411980 Planalto,2000,"0,5297"
9752,411990 Ponta Grossa,2000,"0,5761"
9753,411995 Pontal do Paraná,2000,"0,5673"
9754,412000 Porecatu,2000,"0,5628"
9755,412010 Porto Amazonas,2000,"0,4836"
9756,412015 Porto Barreiro,2000,"0,6025"
9757,412020 Porto Rico,2000,"0,4762"
9758,412030 Porto Vitória,2000,"0,5286"
9759,412033 Prado Ferreira,2000,"0,4865"
9760,412035 Pranchita,2000,"0,6116"
9761,412040 Presidente Castelo Branco,2000,"0,4779"
9762,412050 Primeiro de Maio,2000,"0,5479"
9763,412060 Prudentópolis,2000,"0,5783"
9764,412065 Quarto Centenário,2000,"0,5293"
9765,412070 Quatiguá,2000,"0,4898"
9766,412080 Quatro Barras,2000,"0,5549"
9767,412085 Quatro Pontes,2000,"0,4349"
9768,412090 Quedas do Iguaçu,2000,"0,6571"
9769,412100 Querência do Norte,2000,"0,6002"
9770,412110 Quinta do Sol,2000,"0,5174"
9771,412120 Quitandinha,2000,"0,6152"
9772,412125 Ramilândia,2000,"0,4877"
9773,412130 Rancho Alegre,2000,"0,4699"
9774,412135 Rancho Alegre D'Oeste,2000,"0,4452"
9775,412140 Realeza,2000,"0,5469"
9776,412150 Rebouças,2000,"0,5638"
9777,412160 Renascença,2000,"0,5419"
9778,412170 Reserva,2000,"0,6084"
9779,412175 Reserva do Iguaçu,2000,"0,6531"
9780,412180 Ribeirão Claro,2000,"0,5017"
9781,412190 Ribeirão do Pinhal,2000,"0,5776"
9782,412200 Rio Azul,2000,"0,52"
9783,412210 Rio Bom,2000,"0,4609"
9784,412215 Rio Bonito do Iguaçu,2000,"0,5917"
9785,412217 Rio Branco do Ivaí,2000,"0,6027"
9786,412220 Rio Branco do Sul,2000,"0,5481"
9787,412230 Rio Negro,2000,"0,541"
9788,412240 Rolândia,2000,"0,5613"
9789,412250 Roncador,2000,"0,5995"
9790,412260 Rondon,2000,"0,5097"
9791,412265 Rosário do Ivaí,2000,"0,6094"
9792,412270 Sabáudia,2000,"0,4743"
9793,412280 Salgado Filho,2000,"0,5675"
9794,412290 Salto do Itararé,2000,"0,5823"
9795,412300 Salto do Lontra,2000,"0,5532"
9796,412310 Santa Amélia,2000,"0,5645"
9797,412320 Santa Cecília do Pavão,2000,"0,4942"
9798,412330 Santa Cruz de Monte Castelo,2000,"0,5276"
9799,412340 Santa Fé,2000,"0,5063"
9800,412350 Santa Helena,2000,"0,5969"
9801,412360 Santa Inês,2000,"0,4939"
9802,412370 Santa Isabel do Ivaí,2000,"0,5402"
9803,412380 Santa Izabel do Oeste,2000,"0,5759"
9804,412382 Santa Lúcia,2000,"0,5762"
9805,412385 Santa Maria do Oeste,2000,"0,5247"
9806,412390 Santa Mariana,2000,"0,5168"
9807,412395 Santa Mônica,2000,"0,4687"
9808,412402 Santa Tereza do Oeste,2000,"0,4495"
9809,412405 Santa Terezinha de Itaipu,2000,"0,5538"
9810,412400 Santana do Itararé,2000,"0,5832"
9811,412410 Santo Antônio da Platina,2000,"0,545"
9812,412420 Santo Antônio do Caiuá,2000,"0,4382"
9813,412430 Santo Antônio do Paraíso,2000,"0,5015"
9814,412440 Santo Antônio do Sudoeste,2000,"0,5572"
9815,412450 Santo Inácio,2000,"0,5136"
9816,412460 São Carlos do Ivaí,2000,"0,4347"
9817,412470 São Jerônimo da Serra,2000,"0,5903"
9818,412480 São João,2000,"0,6041"
9819,412490 São João do Caiuá,2000,"0,4962"
9820,412500 São João do Ivaí,2000,"0,4953"
9821,412510 São João do Triunfo,2000,"0,5729"
9822,412530 São Jorge do Ivaí,2000,"0,5311"
9823,412535 São Jorge do Patrocínio,2000,"0,5316"
9824,412520 São Jorge d'Oeste,2000,"0,5547"
9825,412540 São José da Boa Vista,2000,"0,5849"
9826,412545 São José das Palmeiras,2000,"0,5064"
9827,412550 São José dos Pinhais,2000,"0,5258"
9828,412555 São Manoel do Paraná,2000,"0,4593"
9829,412560 São Mateus do Sul,2000,"0,6418"
9830,412570 São Miguel do Iguaçu,2000,"0,6533"
9831,412575 São Pedro do Iguaçu,2000,"0,5088"
9832,412580 São Pedro do Ivaí,2000,"0,5777"
9833,412590 São Pedro do Paraná,2000,"0,4699"
9834,412600 São Sebastião da Amoreira,2000,"0,5129"
9835,412610 São Tomé,2000,"0,5377"
9836,412620 Sapopema,2000,"0,482"
9837,412625 Sarandi,2000,"0,4371"
9838,412627 Saudade do Iguaçu,2000,"0,715"
9839,412630 Sengés,2000,"0,7183"
9840,412635 Serranópolis do Iguaçu,2000,"0,636"
9841,412640 Sertaneja,2000,"0,5802"
9842,412650 Sertanópolis,2000,"0,6167"
9843,412660 Siqueira Campos,2000,"0,5168"
9844,412665 Sulina,2000,"0,6003"
9845,412667 Tamarana,2000,"0,5636"
9846,412670 Tamboara,2000,"0,4581"
9847,412680 Tapejara,2000,"0,496"
9848,412690 Tapira,2000,"0,504"
9849,412700 Teixeira Soares,2000,"0,562"
9850,412710 Telêmaco Borba,2000,"0,5809"
9851,412720 Terra Boa,2000,"0,4606"
9852,412730 Terra Rica,2000,"0,5427"
9853,412740 Terra Roxa,2000,"0,5132"
9854,412750 Tibagi,2000,"0,568"
9855,412760 Tijucas do Sul,2000,"0,5326"
9856,412770 Toledo,2000,"0,5475"
9857,412780 Tomazina,2000,"0,5954"
9858,412785 Três Barras do Paraná,2000,"0,608"
9859,412788 Tunas do Paraná,2000,"0,5924"
9860,412790 Tuneiras do Oeste,2000,"0,4475"
9861,412795 Tupãssi,2000,"0,6275"
9862,412796 Turvo,2000,"0,5562"
9863,412800 Ubiratã,2000,"0,5471"
9864,412810 Umuarama,2000,"0,5443"
9865,412820 União da Vitória,2000,"0,5654"
9866,412830 Uniflor,2000,"0,4901"
9867,412840 Uraí,2000,"0,5525"
9868,412853 Ventania,2000,"0,5776"
9869,412855 Vera Cruz do Oeste,2000,"0,6222"
9870,412860 Verê,2000,"0,513"
9871,412865 Virmond,2000,"0,5291"
9872,412870 Vitorino,2000,"0,5349"
9873,412850 Wenceslau Braz,2000,"0,6151"
9874,412880 Xambrê,2000,"0,5366"
9875,420005 Abdon Batista,2000,"0,559"
9876,420010 Abelardo Luz,2000,"0,7209"
9877,420020 Agrolândia,2000,"0,467"
9878,420030 Agronômica,2000,"0,467"
9879,420040 Água Doce,2000,"0,5979"
9880,420050 Águas de Chapecó,2000,"0,5966"
9881,420055 Águas Frias,2000,"0,5516"
9882,420060 Águas Mornas,2000,"0,364"
9883,420070 Alfredo Wagner,2000,"0,5845"
9884,420075 Alto Bela Vista,2000,"0,4186"
9885,420080 Anchieta,2000,"0,467"
9886,420090 Angelina,2000,"0,4948"
9887,420100 Anita Garibaldi,2000,"0,556"
9888,420110 Anitápolis,2000,"0,5585"
9889,420120 Antônio Carlos,2000,"0,4401"
9890,420125 Apiúna,2000,"0,4811"
9891,420127 Arabutã,2000,"0,5212"
9892,420130 Araquari,2000,"0,4829"
9893,420140 Araranguá,2000,"0,5196"
9894,420150 Armazém,2000,"0,515"
9895,420160 Arroio Trinta,2000,"0,4647"
9896,420165 Arvoredo,2000,"0,5584"
9897,420170 Ascurra,2000,"0,415"
9898,420180 Atalanta,2000,"0,5004"
9899,420190 Aurora,2000,"0,4822"
9900,420195 Balneário Arroio do Silva,2000,"0,5262"
9901,420205 Balneário Barra do Sul,2000,"0,5329"
9902,420200 Balneário Camboriú,2000,"0,616"
9903,420207 Balneário Gaivota,2000,"0,5502"
9904,421280 Balneário Piçarras,2000,"0,5844"
9905,420208 Bandeirante,2000,"0,6569"
9906,420209 Barra Bonita,2000,"0,3805"
9907,420210 Barra Velha,2000,"0,5445"
9908,420213 Bela Vista do Toldo,2000,"0,4767"
9909,420215 Belmonte,2000,"0,5065"
9910,420220 Benedito Novo,2000,"0,3711"
9911,420230 Biguaçu,2000,"0,5128"
9912,420240 Blumenau,2000,"0,5058"
9913,420243 Bocaina do Sul,2000,"0,4906"
9914,420250 Bom Jardim da Serra,2000,"0,6624"
9915,420253 Bom Jesus,2000,"0,5349"
9916,420257 Bom Jesus do Oeste,2000,"0,4391"
9917,420260 Bom Retiro,2000,"0,5241"
9918,420245 Bombinhas,2000,"0,5488"
9919,420270 Botuverá,2000,"0,4067"
9920,420280 Braço do Norte,2000,"0,6498"
9921,420285 Braço do Trombudo,2000,"0,4352"
9922,420287 Brunópolis,2000,"0,5535"
9923,420290 Brusque,2000,"0,4631"
9924,420300 Caçador,2000,"0,5429"
9925,420310 Caibi,2000,"0,5505"
9926,420315 Calmon,2000,"0,4742"
9927,420320 Camboriú,2000,"0,4713"
9928,420330 Campo Alegre,2000,"0,4818"
9929,420340 Campo Belo do Sul,2000,"0,5291"
9930,420350 Campo Erê,2000,"0,5944"
9931,420360 Campos Novos,2000,"0,5976"
9932,420370 Canelinha,2000,"0,4376"
9933,420380 Canoinhas,2000,"0,6021"
9934,420325 Capão Alto,2000,"0,5383"
9935,420390 Capinzal,2000,"0,4988"
9936,420395 Capivari de Baixo,2000,"0,4323"
9937,420400 Catanduvas,2000,"0,5838"
9938,420410 Caxambu do Sul,2000,"0,678"
9939,420415 Celso Ramos,2000,"0,404"
9940,420417 Cerro Negro,2000,"0,5009"
9941,420419 Chapadão do Lageado,2000,"0,4357"
9942,420420 Chapecó,2000,"0,5724"
9943,420425 Cocal do Sul,2000,"0,4058"
9944,420430 Concórdia,2000,"0,5439"
9945,420435 Cordilheira Alta,2000,"0,5629"
9946,420440 Coronel Freitas,2000,"0,5283"
9947,420445 Coronel Martins,2000,"0,5836"
9948,420455 Correia Pinto,2000,"0,5235"
9949,420450 Corupá,2000,"0,4387"
9950,420460 Criciúma,2000,"0,5573"
9951,420470 Cunha Porã,2000,"0,5267"
9952,420475 Cunhataí,2000,"0,5053"
9953,420480 Curitibanos,2000,"0,564"
9954,420490 Descanso,2000,"0,4928"
9955,420500 Dionísio Cerqueira,2000,"0,6162"
9956,420510 Dona Emma,2000,"0,6172"
9957,420515 Doutor Pedrinho,2000,"0,414"
9958,420517 Entre Rios,2000,"0,6296"
9959,420519 Ermo,2000,"0,4676"
9960,420520 Erval Velho,2000,"0,4913"
9961,420530 Faxinal dos Guedes,2000,"0,6137"
9962,420535 Flor do Sertão,2000,"0,5679"
9963,420540 Florianópolis,2000,"0,5661"
9964,420543 Formosa do Sul,2000,"0,6564"
9965,420545 Forquilhinha,2000,"0,527"
9966,420550 Fraiburgo,2000,"0,5655"
9967,420555 Frei Rogério,2000,"0,5245"
9968,420560 Galvão,2000,"0,6213"
9969,420570 Garopaba,2000,"0,4926"
9970,420580 Garuva,2000,"0,5693"
9971,420590 Gaspar,2000,"0,466"
9972,420600 Governador Celso Ramos,2000,"0,449"
9973,420610 Grão Pará,2000,"0,5949"
9974,420620 Gravatal,2000,"0,4478"
9975,420630 Guabiruba,2000,"0,4319"
9976,420640 Guaraciaba,2000,"0,4738"
9977,420650 Guaramirim,2000,"0,4517"
9978,420660 Guarujá do Sul,2000,"0,6998"
9979,420665 Guatambú,2000,"0,4984"
9980,420670 Herval d'Oeste,2000,"0,5026"
9981,420675 Ibiam,2000,"0,4892"
9982,420680 Ibicaré,2000,"0,5194"
9983,420690 Ibirama,2000,"0,4788"
9984,420700 Içara,2000,"0,4272"
9985,420710 Ilhota,2000,"0,4234"
9986,420720 Imaruí,2000,"0,5749"
9987,420730 Imbituba,2000,"0,4831"
9988,420740 Imbuia,2000,"0,4331"
9989,420750 Indaial,2000,"0,4651"
9990,420757 Iomerê,2000,"0,4921"
9991,420760 Ipira,2000,"0,4643"
9992,420765 Iporã do Oeste,2000,"0,4847"
9993,420768 Ipuaçu,2000,"0,5662"
9994,420770 Ipumirim,2000,"0,552"
9995,420775 Iraceminha,2000,"0,445"
9996,420780 Irani,2000,"0,618"
9997,420785 Irati,2000,"0,6834"
9998,420790 Irineópolis,2000,"0,5537"
9999,420800 Itá,2000,"0,5545"
10000,420810 Itaiópolis,2000,"0,4826"
10001,420820 Itajaí,2000,"0,5432"
10002,420830 Itapema,2000,"0,6788"
10003,420840 Itapiranga,2000,"0,6294"
10004,420845 Itapoá,2000,"0,6478"
10005,420850 Ituporanga,2000,"0,474"
10006,420860 Jaborá,2000,"0,4953"
10007,420870 Jacinto Machado,2000,"0,4784"
10008,420880 Jaguaruna,2000,"0,5148"
10009,420890 Jaraguá do Sul,2000,"0,4854"
10010,420895 Jardinópolis,2000,"0,4867"
10011,420900 Joaçaba,2000,"0,5752"
10012,420910 Joinville,2000,"0,548"
10013,420915 José Boiteux,2000,"0,5761"
10014,420917 Jupiá,2000,"0,6069"
10015,420920 Lacerdópolis,2000,"0,5174"
10016,420930 Lages,2000,"0,6042"
10017,420940 Laguna,2000,"0,5295"
10018,420945 Lajeado Grande,2000,"0,4212"
10019,420950 Laurentino,2000,"0,5199"
10020,420960 Lauro Muller,2000,"0,4566"
10021,420970 Lebon Régis,2000,"0,5615"
10022,420980 Leoberto Leal,2000,"0,4913"
10023,420985 Lindóia do Sul,2000,"0,6526"
10024,420990 Lontras,2000,"0,4548"
10025,421000 Luiz Alves,2000,"0,6478"
10026,421003 Luzerna,2000,"0,5035"
10027,421005 Macieira,2000,"0,7414"
10028,421010 Mafra,2000,"0,4972"
10029,421020 Major Gercino,2000,"0,4183"
10030,421030 Major Vieira,2000,"0,6594"
10031,421040 Maracajá,2000,"0,6705"
10032,421050 Maravilha,2000,"0,5134"
10033,421055 Marema,2000,"0,5008"
10034,421060 Massaranduba,2000,"0,4765"
10035,421070 Matos Costa,2000,"0,6085"
10036,421080 Meleiro,2000,"0,6487"
10037,421085 Mirim Doce,2000,"0,7071"
10038,421090 Modelo,2000,"0,5245"
10039,421100 Mondaí,2000,"0,5283"
10040,421105 Monte Carlo,2000,"0,5039"
10041,421110 Monte Castelo,2000,"0,5671"
10042,421120 Morro da Fumaça,2000,"0,4769"
10043,421125 Morro Grande,2000,"0,4044"
10044,421130 Navegantes,2000,"0,4813"
10045,421140 Nova Erechim,2000,"0,5054"
10046,421145 Nova Itaberaba,2000,"0,6013"
10047,421150 Nova Trento,2000,"0,4396"
10048,421160 Nova Veneza,2000,"0,4704"
10049,421165 Novo Horizonte,2000,"0,5258"
10050,421170 Orleans,2000,"0,4772"
10051,421175 Otacílio Costa,2000,"0,5035"
10052,421180 Ouro,2000,"0,5017"
10053,421185 Ouro Verde,2000,"0,6449"
10054,421187 Paial,2000,"0,4709"
10055,421189 Painel,2000,"0,4969"
10056,421190 Palhoça,2000,"0,4867"
10057,421200 Palma Sola,2000,"0,5888"
10058,421205 Palmeira,2000,"0,5537"
10059,421210 Palmitos,2000,"0,5556"
10060,421220 Papanduva,2000,"0,5211"
10061,421223 Paraíso,2000,"0,5311"
10062,421225 Passo de Torres,2000,"0,5111"
10063,421227 Passos Maia,2000,"0,5693"
10064,421230 Paulo Lopes,2000,"0,4117"
10065,421240 Pedras Grandes,2000,"0,4419"
10066,421250 Penha,2000,"0,457"
10067,421260 Peritiba,2000,"0,4514"
10068,421270 Petrolândia,2000,"0,5324"
10069,421290 Pinhalzinho,2000,"0,5381"
10070,421300 Pinheiro Preto,2000,"0,4274"
10071,421310 Piratuba,2000,"0,5119"
10072,421315 Planalto Alegre,2000,"0,5284"
10073,421320 Pomerode,2000,"0,4699"
10074,421330 Ponte Alta,2000,"0,5987"
10075,421335 Ponte Alta do Norte,2000,"0,5847"
10076,421340 Ponte Serrada,2000,"0,6134"
10077,421350 Porto Belo,2000,"0,5281"
10078,421360 Porto União,2000,"0,5604"
10079,421370 Pouso Redondo,2000,"0,5202"
10080,421380 Praia Grande,2000,"0,5243"
10081,421390 Presidente Castello Branco,2000,"0,4851"
10082,421400 Presidente Getúlio,2000,"0,4486"
10083,421410 Presidente Nereu,2000,"0,4041"
10084,421415 Princesa,2000,"0,5357"
10085,421420 Quilombo,2000,"0,6177"
10086,421430 Rancho Queimado,2000,"0,4948"
10087,421440 Rio das Antas,2000,"0,4743"
10088,421450 Rio do Campo,2000,"0,5148"
10089,421460 Rio do Oeste,2000,"0,439"
10090,421480 Rio do Sul,2000,"0,517"
10091,421470 Rio dos Cedros,2000,"0,4618"
10092,421490 Rio Fortuna,2000,"0,4304"
10093,421500 Rio Negrinho,2000,"0,4889"
10094,421505 Rio Rufino,2000,"0,7311"
10095,421507 Riqueza,2000,"0,5179"
10096,421510 Rodeio,2000,"0,4032"
10097,421520 Romelândia,2000,"0,475"
10098,421530 Salete,2000,"0,5061"
10099,421535 Saltinho,2000,"0,5411"
10100,421540 Salto Veloso,2000,"0,555"
10101,421545 Sangão,2000,"0,5711"
10102,421550 Santa Cecília,2000,"0,5499"
10103,421555 Santa Helena,2000,"0,5038"
10104,421560 Santa Rosa de Lima,2000,"0,4868"
10105,421565 Santa Rosa do Sul,2000,"0,4603"
10106,421567 Santa Terezinha,2000,"0,6365"
10107,421568 Santa Terezinha do Progresso,2000,"0,5336"
10108,421569 Santiago do Sul,2000,"0,6013"
10109,421570 Santo Amaro da Imperatriz,2000,"0,4601"
10110,421580 São Bento do Sul,2000,"0,4931"
10111,421575 São Bernardino,2000,"0,5993"
10112,421590 São Bonifácio,2000,"0,437"
10113,421600 São Carlos,2000,"0,6399"
10114,421605 São Cristovão do Sul,2000,"0,4671"
10115,421610 São Domingos,2000,"0,6349"
10116,421620 São Francisco do Sul,2000,"0,5953"
10117,421630 São João Batista,2000,"0,4367"
10118,421635 São João do Itaperiú,2000,"0,528"
10119,421625 São João do Oeste,2000,"0,4584"
10120,421640 São João do Sul,2000,"0,4803"
10121,421650 São Joaquim,2000,"0,5644"
10122,421660 São José,2000,"0,4868"
10123,421670 São José do Cedro,2000,"0,5482"
10124,421680 São José do Cerrito,2000,"0,5909"
10125,421690 São Lourenço do Oeste,2000,"0,5431"
10126,421700 São Ludgero,2000,"0,5405"
10127,421710 São Martinho,2000,"0,7034"
10128,421715 São Miguel da Boa Vista,2000,"0,5422"
10129,421720 São Miguel do Oeste,2000,"0,5122"
10130,421725 São Pedro de Alcântara,2000,"0,3803"
10131,421730 Saudades,2000,"0,4983"
10132,421740 Schroeder,2000,"0,5608"
10133,421750 Seara,2000,"0,4969"
10134,421755 Serra Alta,2000,"0,4324"
10135,421760 Siderópolis,2000,"0,4716"
10136,421770 Sombrio,2000,"0,5467"
10137,421775 Sul Brasil,2000,"0,5517"
10138,421780 Taió,2000,"0,5347"
10139,421790 Tangará,2000,"0,5556"
10140,421795 Tigrinhos,2000,"0,4272"
10141,421800 Tijucas,2000,"0,6365"
10142,421810 Timbé do Sul,2000,"0,5222"
10143,421820 Timbó,2000,"0,4581"
10144,421825 Timbó Grande,2000,"0,5391"
10145,421830 Três Barras,2000,"0,6021"
10146,421835 Treviso,2000,"0,318"
10147,421840 Treze de Maio,2000,"0,4953"
10148,421850 Treze Tílias,2000,"0,5524"
10149,421860 Trombudo Central,2000,"0,4953"
10150,421870 Tubarão,2000,"0,5106"
10151,421875 Tunápolis,2000,"0,4864"
10152,421880 Turvo,2000,"0,5048"
10153,421885 União do Oeste,2000,"0,5748"
10154,421890 Urubici,2000,"0,5823"
10155,421895 Urupema,2000,"0,6366"
10156,421900 Urussanga,2000,"0,4675"
10157,421910 Vargeão,2000,"0,6155"
10158,421915 Vargem,2000,"0,5532"
10159,421917 Vargem Bonita,2000,"0,4911"
10160,421920 Vidal Ramos,2000,"0,4668"
10161,421930 Videira,2000,"0,5165"
10162,421935 Vitor Meireles,2000,"0,557"
10163,421940 Witmarsum,2000,"0,5759"
10164,421950 Xanxerê,2000,"0,5499"
10165,421960 Xavantina,2000,"0,4622"
10166,421970 Xaxim,2000,"0,5774"
10167,421985 Zortéa,2000,"0,4244"
10168,430003 Aceguá,2000,
10169,430005 Água Santa,2000,"0,4875"
10170,430010 Agudo,2000,"0,5357"
10171,430020 Ajuricaba,2000,"0,4503"
10172,430030 Alecrim,2000,"0,5017"
10173,430040 Alegrete,2000,"0,5964"
10174,430045 Alegria,2000,"0,5855"
10175,430047 Almirante Tamandaré do Sul,2000,
10176,430050 Alpestre,2000,"0,5866"
10177,430055 Alto Alegre,2000,"0,4584"
10178,430057 Alto Feliz,2000,"0,297"
10179,430060 Alvorada,2000,"0,4547"
10180,430063 Amaral Ferrador,2000,"0,4783"
10181,430064 Ametista do Sul,2000,"0,5736"
10182,430066 André da Rocha,2000,"0,5408"
10183,430070 Anta Gorda,2000,"0,451"
10184,430080 Antônio Prado,2000,"0,4927"
10185,430085 Arambaré,2000,"0,5266"
10186,430087 Araricá,2000,"0,4327"
10187,430090 Aratiba,2000,"0,5093"
10188,430100 Arroio do Meio,2000,"0,483"
10189,430107 Arroio do Padre,2000,
10190,430105 Arroio do Sal,2000,"0,5032"
10191,430120 Arroio do Tigre,2000,"0,5142"
10192,430110 Arroio dos Ratos,2000,"0,5152"
10193,430130 Arroio Grande,2000,"0,6082"
10194,430140 Arvorezinha,2000,"0,4806"
10195,430150 Augusto Pestana,2000,"0,4902"
10196,430155 Áurea,2000,"0,4738"
10197,430160 Bagé,2000,"0,5865"
10198,430163 Balneário Pinhal,2000,"0,6222"
10199,430165 Barão,2000,"0,443"
10200,430170 Barão de Cotegipe,2000,"0,5401"
10201,430175 Barão do Triunfo,2000,"0,4716"
10202,430185 Barra do Guarita,2000,"0,5274"
10203,430187 Barra do Quaraí,2000,"0,6058"
10204,430190 Barra do Ribeiro,2000,"0,5614"
10205,430192 Barra do Rio Azul,2000,"0,5742"
10206,430195 Barra Funda,2000,"0,429"
10207,430180 Barracão,2000,"0,5926"
10208,430200 Barros Cassal,2000,"0,5271"
10209,430205 Benjamin Constant do Sul,2000,"0,5315"
10210,430210 Bento Gonçalves,2000,"0,4788"
10211,430215 Boa Vista das Missões,2000,"0,5908"
10212,430220 Boa Vista do Buricá,2000,"0,548"
10213,430222 Boa Vista do Cadeado,2000,
10214,430223 Boa Vista do Incra,2000,
10215,430225 Boa Vista do Sul,2000,"0,4836"
10216,430230 Bom Jesus,2000,"0,5435"
10217,430235 Bom Princípio,2000,"0,4007"
10218,430237 Bom Progresso,2000,"0,5157"
